hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 818302 times 
[44.0] Checking tx_Data_request for 818303 times 
[44.0] Checking tx_Data_request for 818304 times 
[44.0] Checking tx_Data_request for 818305 times 
[44.0] Checking tx_Data_request for 818306 times 
[44.0] Checking tx_Data_request for 818307 times 
[44.0] Checking tx_Data_request for 818308 times 
[44.0] Checking tx_Data_request for 818309 times 
[44.0] Checking tx_Data_request for 818310 times 
[44.0] Checking tx_Data_request for 818311 times 
[44.0] Checking tx_Data_request for 818312 times 
[44.0] Checking tx_Data_request for 818313 times 
[44.0] Checking tx_Data_request for 818314 times 
[44.0] Checking tx_Data_request for 818315 times 
[44.0] Checking tx_Data_request for 818316 times 
[44.0] Checking tx_Data_request for 818317 times 
[44.0] Checking tx_Data_request for 818318 times 
[44.0] Checking tx_Data_request for 818319 times 
[44.0] Checking tx_Data_request for 818320 times 
[44.0] Checking tx_Data_request for 818321 times 
[44.0] Checking tx_Data_request for 818322 times 
[44.0] Checking tx_Data_request for 818323 times 
[44.0] Checking tx_Data_request for 818324 times 
[44.0] Checking tx_Data_request for 818325 times 
[44.0] Checking tx_Data_request for 818326 times 
[44.0] Checking tx_Data_request for 818327 times 
[44.0] Checking tx_Data_request for 818328 times 
[44.0] Checking tx_Data_request for 818329 times 
[44.0] Checking tx_Data_request for 818330 times 
[44.0] Checking tx_Data_request for 818331 times 
[44.0] Checking tx_Data_request for 818332 times 
[44.0] Checking tx_Data_request for 818333 times 
[44.0] Checking tx_Data_request for 818334 times 
[44.0] Checking tx_Data_request for 818335 times 
[44.0] Checking tx_Data_request for 818336 times 
[44.0] Checking tx_Data_request for 818337 times 
[44.0] Checking tx_Data_request for 818338 times 
[44.0] Checking tx_Data_request for 818339 times 
[44.0] Checking tx_Data_request for 818340 times 
[44.0] Checking tx_Data_request for 818341 times 
[44.0] Checking tx_Data_request for 818342 times 
[44.0] Checking tx_Data_request for 818343 times 
[44.0] Checking tx_Data_request for 818344 times 
[44.0] Checking tx_Data_request for 818345 times 
[44.0] Checking tx_Data_request for 818346 times 
[44.0] Checking tx_Data_request for 818347 times 
[44.0] Checking tx_Data_request for 818348 times 
[44.0] Checking tx_Data_request for 818349 times 
[44.0] Checking tx_Data_request for 81[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m8350 times 
[44.0] Checking tx_Data_request for 818351 times 
[44.0] Checking tx_Data_request for 818352 times 
[44.0] Checking tx_Data_request for 818353 times 
[44.0] Checking tx_Data_request for 818354 times 
[44.0] Checking tx_Data_request for 818355 times 
[44.0] Checking tx_Data_request for 818356 times 
[44.0] Checking tx_Data_request for 818357 times 
[44.0] Checking tx_Data_request for 818358 times 
[44.0] Checking tx_Data_request for 818359 times 
[44.0] Checking tx_Data_request for 818360 times 
[44.0] Checking tx_Data_request for 818361 times 
[44.0] Checking tx_Data_request for 818362 times 
[44.0] Checking tx_Data_request for 818363 times 
[44.0] Checking tx_Data_request for 818364 times 
[44.0] Checking tx_Data_request for 818365 times 
[44.0] Checking tx_Data_request for 818366 times 
[44.0] Checking tx_Data_request for 818367 times 
[44.0] Checking tx_Data_request for 818368 times 
[44.0] Checking tx_Data_request for 818369 times 
[44.0] Checking tx_Data_request for 818370 times 
[44.0] Checking tx_Data_request for 818371 times 
[44.0] Checking tx_Data_request for 818372 times 
[44.0] Checking tx_Data_request for 818373 times 
[44.0] Checking tx_Data_request for 818374 times 
[44.0] Checking tx_Data_request for 818375 times 
[44.0] Checking tx_Data_request for 818376 times 
[44.0] Checking tx_Data_request for 818377 times 
[44.0] Checking tx_Data_request for 818378 times 
[44.0] Checking tx_Data_request for 818379 times 
[44.0] Checking tx_Data_request for 818380 times 
[44.0] Checking tx_Data_request for 818381 times 
[44.0] Checking tx_Data_request for 818382 times 
[44.0] Checking tx_Data_request for 818383 times 
[44.0] Checking tx_Data_request for 818384 times 
[44.0] Checking tx_Data_request for 818385 times 
[44.0] Checking tx_Data_request for 818386 times 
[44.0] Checking tx_Data_request for 818387 times 
[44.0] Checking tx_Data_request for 818388 times 
[44.0] Checking tx_Data_request for 818389 times 
[44.0] Checking tx_Data_request for 818390 times 
[44.0] Checking tx_Data_request for 818391 times 
[44.0] Checking tx_Data_request for 818392 times 
[44.0] Checking tx_Data_request for 818393 times 
[44.0] Checking tx_Data_request for 818394 times 
[44.0] Checking tx_Data_request for 818395 times 
[44.0] Checking tx_Data_request for 818396 times 
[44.0] Checking tx_Data_request for 818397 times 
[44.0] Checking tx_Data_request for 818398 times 
[44.0] Checking tx_Data_request for 818399 times 
[44.0] Checking tx_Data_request for 818400 times 
[44.0] Checking tx_Data_request for 818401 times 
[44.0] Checking tx_Data_request for 818402 times 
[44.0] Checking tx_Data_request for 818403 times 
[44.0] Checking tx_Data_request for 818404 times 
[44.0] Checking tx_Data_request for 818405 times 
[44.0] Checking tx_Data_request for 818406 times 
[44.0] Checking tx_Data_request for 818407 times 
[44.0] Checking tx_Data_request for 818408 times 
[44.0] Checking tx_Data_request for 818409 times 
[44.0] Checking tx_Data_request for 818410 times 
[44.0] Checking tx_Data_request for 818411 times 
[44.0] Checking tx_Data_request for 818412 times 
[44.0] Checking tx_Data_request for 818413 times 
[44.0] Checking tx_Data_request for 818414 times 
[44.0] Checking tx_Data_request for 818415 times 
[44.0] Checking tx_Data_request for 818416 times 
[44.0] Checking tx_Data_request for 818417 times 
[44.0] Checking tx_Data_request for 818418 times 
[44.0] Checking tx_Data_request for 818419 times 
[44.0] Checking tx_Data_request for 818420 times 
[44.0] Checking tx_Data_request for 818421 times 
[44.0] Checking tx_Data_request for 818422 times 
[44.0] Checking tx_Data_request for 818423 times 
[44.0] Checking tx_Data_request for 818424 times 
[44.0] Checking tx_Data_request for 818425 times 
[44.0] Checking tx_Data_request for 818426 times 
[44.0] Checking tx_Data_request for 818427 times 
[44.0] Checking tx_Data_request for 818428 times 
[44.0] Checking tx_Data_request for 818429 times 
[44.0] Checking tx_Data_request for 818430 times 
[44.0] Checking tx_Data_request for 818431 times 
[44.0] Checking tx_Data_request fo[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mr 818432 times 
[44.0] Checking tx_Data_request for 818433 times 
[44.0] Checking tx_Data_request for 818434 times 
[44.0] Checking tx_Data_request for 818435 times 
[44.0] Checking tx_Data_request for 818436 times 
[44.0] Checking tx_Data_request for 818437 times 
[44.0] Checking tx_Data_request for 818438 times 
[44.0] Checking tx_Data_request for 818439 times 
[44.0] Checking tx_Data_request for 818440 times 
[44.0] Checking tx_Data_request for 818441 times 
[44.0] Checking tx_Data_request for 818442 times 
[44.0] Checking tx_Data_request for 818443 times 
[44.0] Checking tx_Data_request for 818444 times 
[44.0] Checking tx_Data_request for 818445 times 
[44.0] Checking tx_Data_request for 818446 times 
[44.0] Checking tx_Data_request for 818447 times 
[44.0] Checking tx_Data_request for 818448 times 
[44.0] Checking tx_Data_request for 818449 times 
[44.0] Checking tx_Data_request for 818450 times 
[44.0] Checking tx_Data_request for 818451 times 
[44.0] Checking tx_Data_request for 818452 times 
[44.0] Checking tx_Data_request for 818453 times 
[44.0] Checking tx_Data_request for 818454 times 
[44.0] Checking tx_Data_request for 818455 times 
[44.0] Checking tx_Data_request for 818456 times 
[44.0] Checking tx_Data_request for 818457 times 
[44.0] Checking tx_Data_request for 818458 times 
[44.0] Checking tx_Data_request for 818459 times 
[44.0] Checking tx_Data_request for 818460 times 
[44.0] Checking tx_Data_request for 818461 times 
[44.0] Checking tx_Data_request for 818462 times 
[44.0] Checking tx_Data_request for 818463 times 
[44.0] Checking tx_Data_request for 818464 times 
[44.0] Checking tx_Data_request for 818465 times 
[44.0] Checking tx_Data_request for 818466 times 
[44.0] Checking tx_Data_request for 818467 times 
[44.0] Checking tx_Data_request for 818468 times 
[44.0] Checking tx_Data_request for 818469 times 
[44.0] Checking tx_Data_request for 818470 times 
[44.0] Checking tx_Data_request for 818471 times 
[44.0] Checking tx_Data_request for 818472 times 
[44.0] Checking tx_Data_request for 818473 times 
[44.0] Checking tx_Data_request for 818474 times 
[44.0] Checking tx_Data_request for 818475 times 
[44.0] Checking tx_Data_request for 818476 times 
[44.0] Checking tx_Data_request for 818477 times 
[44.0] Checking tx_Data_request for 818478 times 
[44.0] Checking tx_Data_request for 818479 times 
[44.0] Checking tx_Data_request for 818480 times 
[44.0] Checking tx_Data_request for 818481 times 
[44.0] Checking tx_Data_request for 818482 times 
[44.0] Checking tx_Data_request for 818483 times 
[44.0] Checking tx_Data_request for 818484 times 
[44.0] Checking tx_Data_request for 818485 times 
[44.0] Checking tx_Data_request for 818486 times 
[44.0] Checking tx_Data_request for 818487 times 
[44.0] Checking tx_Data_request for 818488 times 
[44.0] Checking tx_Data_request for 818489 times 
[44.0] Checking tx_Data_request for 818490 times 
[44.0] Checking tx_Data_request for 818491 times 
[44.0] Checking tx_Data_request for 818492 times 
[44.0] Checking tx_Data_request for 818493 times 
[44.0] Checking tx_Data_request for 818494 times 
[44.0] Checking tx_Data_request for 818495 times 
[44.0] Checking tx_Data_request for 818496 times 
[44.0] Checking tx_Data_request for 818497 times 
[44.0] Checking tx_Data_request for 818498 times 
[44.0] Checking tx_Data_request for 818499 times 
[44.0] Checking tx_Data_request for 818500 times 
[44.0] Checking tx_Data_request for 818501 times 
[44.0] Checking tx_Data_request for 818502 times 
[44.0] Checking tx_Data_request for 818503 times 
[44.0] Checking tx_Data_request for 818504 times 
[44.0] Checking tx_Data_request for 818505 times 
[44.0] Checking tx_Data_request for 818506 times 
[44.0] Checking tx_Data_request for 818507 times 
[44.0] Checking tx_Data_request for 818508 times 
[44.0] Checking tx_Data_request for 818509 times 
[44.0] Checking tx_Data_request for 818510 times 
[44.0] Checking tx_Data_request for 818511 times 
[44.0] Checking tx_Data_request for 818512 times 
[44.0] Checking tx_Data_request for 818513 times 
[44.0] Checking tx_Data_reques[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mt for 818514 times 
[44.0] Checking tx_Data_request for 818515 times 
[44.0] Checking tx_Data_request for 818516 times 
[44.0] Checking tx_Data_request for 818517 times 
[44.0] Checking tx_Data_request for 818518 times 
[44.0] Checking tx_Data_request for 818519 times 
[44.0] Checking tx_Data_request for 818520 times 
[44.0] Checking tx_Data_request for 818521 times 
[44.0] Checking tx_Data_request for 818522 times 
[44.0] Checking tx_Data_request for 818523 times 
[44.0] Checking tx_Data_request for 818524 times 
[44.0] Checking tx_Data_request for 818525 times 
[44.0] Checking tx_Data_request for 818526 times 
[44.0] Checking tx_Data_request for 818527 times 
[44.0] Checking tx_Data_request for 818528 times 
[44.0] Checking tx_Data_request for 818529 times 
[44.0] Checking tx_Data_request for 818530 times 
[44.0] Checking tx_Data_request for 818531 times 
[44.0] Checking tx_Data_request for 818532 times 
[44.0] Checking tx_Data_request for 818533 times 
[44.0] Checking tx_Data_request for 818534 times 
[44.0] Checking tx_Data_request for 818535 times 
[44.0] Checking tx_Data_request for 818536 times 
[44.0] Checking tx_Data_request for 818537 times 
[44.0] Checking tx_Data_request for 818538 times 
[44.0] Checking tx_Data_request for 818539 times 
[44.0] Checking tx_Data_request for 818540 times 
[44.0] Checking tx_Data_request for 818541 times 
[44.0] Checking tx_Data_request for 818542 times 
[44.0] Checking tx_Data_request for 818543 times 
[44.0] Checking tx_Data_request for 818544 times 
[44.0] Checking tx_Data_request for 818545 times 
[44.0] Checking tx_Data_request for 818546 times 
[44.0] Checking tx_Data_request for 818547 times 
[44.0] Checking tx_Data_request for 818548 times 
[44.0] Checking tx_Data_request for 818549 times 
[44.0] Checking tx_Data_request for 818550 times 
[44.0] Checking tx_Data_request for 818551 times 
[44.0] Checking tx_Data_request for 818552 times 
[44.0] Checking tx_Data_request for 818553 times 
[44.0] Checking tx_Data_request for 818554 times 
[44.0] Checking tx_Data_request for 818555 times 
[44.0] Checking tx_Data_request for 818556 times 
[44.0] Checking tx_Data_request for 818557 times 
[44.0] Checking tx_Data_request for 818558 times 
[44.0] Checking tx_Data_request for 818559 times 
[44.0] Checking tx_Data_request for 818560 times 
[44.0] Checking tx_Data_request for 818561 times 
[44.0] Checking tx_Data_request for 818562 times 
[44.0] Checking tx_Data_request for 818563 times 
[44.0] Checking tx_Data_request for 818564 times 
[44.0] Checking tx_Data_request for 818565 times 
[44.0] Checking tx_Data_request for 818566 times 
[44.0] Checking tx_Data_request for 818567 times 
[44.0] Checking tx_Data_request for 818568 times 
[44.0] Checking tx_Data_request for 818569 times 
[44.0] Checking tx_Data_request for 818570 times 
[44.0] Checking tx_Data_request for 818571 times 
[44.0] Checking tx_Data_request for 818572 times 
[44.0] Checking tx_Data_request for 818573 times 
[44.0] Checking tx_Data_request for 818574 times 
[44.0] Checking tx_Data_request for 818575 times 
[44.0] Checking tx_Data_request for 818576 times 
[44.0] Checking tx_Data_request for 818577 times 
[44.0] Checking tx_Data_request for 818578 times 
[44.0] Checking tx_Data_request for 818579 times 
[44.0] Checking tx_Data_request for 818580 times 
[44.0] Checking tx_Data_request for 818581 times 
[44.0] Checking tx_Data_request for 818582 times 
[44.0] Checking tx_Data_request for 818583 times 
[44.0] Checking tx_Data_request for 818584 times 
[44.0] Checking tx_Data_request for 818585 times 
[44.0] Checking tx_Data_request for 818586 times 
[44.0] Checking tx_Data_request for 818587 times 
[44.0] Checking tx_Data_request for 818588 times 
[44.0] Checking tx_Data_request for 818589 times 
[44.0] Checking tx_Data_request for 818590 times 
