hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 817723 times 
[44.0] Checking tx_Data_request for 817724 times 
[44.0] Checking tx_Data_request for 817725 times 
[44.0] Checking tx_Data_request for 817726 times 
[44.0] Checking tx_Data_request for 817727 times 
[44.0] Checking tx_Data_request for 817728 times 
[44.0] Checking tx_Data_request for 817729 times 
[44.0] Checking tx_Data_request for 817730 times 
[44.0] Checking tx_Data_request for 817731 times 
[44.0] Checking tx_Data_request for 817732 times 
[44.0] Checking tx_Data_request for 817733 times 
[44.0] Checking tx_Data_request for 817734 times 
[44.0] Checking tx_Data_request for 817735 times 
[44.0] Checking tx_Data_request for 817736 times 
[44.0] Checking tx_Data_request for 817737 times 
[44.0] Checking tx_Data_request for 817738 times 
[44.0] Checking tx_Data_request for 817739 times 
[44.0] Checking tx_Data_request for 817740 times 
[44.0] Checking tx_Data_request for 817741 times 
[44.0] Checking tx_Data_request for 817742 times 
[44.0] Checking tx_Data_request for 817743 times 
[44.0] Checking tx_Data_request for 817744 times 
[44.0] Checking tx_Data_request for 817745 times 
[44.0] Checking tx_Data_request for 817746 times 
[44.0] Checking tx_Data_request for 817747 times 
[44.0] Checking tx_Data_request for 817748 times 
[44.0] Checking tx_Data_request for 817749 times 
[44.0] Checking tx_Data_request for 817750 times 
[44.0] Checking tx_Data_request for 817751 times 
[44.0] Checking tx_Data_request for 817752 times 
[44.0] Checking tx_Data_request for 817753 times 
[44.0] Checking tx_Data_request for 817754 times 
[44.0] Checking tx_Data_request for 817755 times 
[44.0] Checking tx_Data_request for 817756 times 
[44.0] Checking tx_Data_request for 817757 times 
[44.0] Checking tx_Data_request for 817758 times 
[44.0] Checking tx_Data_request for 817759 times 
[44.0] Checking tx_Data_request for 817760 times 
[44.0] Checking tx_Data_request for 817761 times 
[44.0] Checking tx_Data_request for 817762 times 
[44.0] Checking tx_Data_request for 817763 times 
[44.0] Checking tx_Data_request for 817764 times 
[44.0] Checking tx_Data_request for 817765 times 
[44.0] Checking tx_Data_request for 817766 times 
[44.0] Checking tx_Data_request for 817767 times 
[44.0] Checking tx_Data_request for 817768 times 
[44.0] Checking tx_Data_request for 817769 times 
[44.0] Checking tx_Data_request for 817770 times 
[44.0] Checking tx_Data_request for 817771 times 
[44.0] Checking tx_Data_request for 817772 times 
[44.0] Checking tx_Data_request for 817773 times 
[44.0] Checking tx_Data_request for 817774 times 
[44.0] Checking tx_Data_request for 817775 times 
[44.0] Checking tx_Data_request for 817776 times 
[44.0] Checking [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mtx_Data_request for 817777 times 
[44.0] Checking tx_Data_request for 817778 times 
[44.0] Checking tx_Data_request for 817779 times 
[44.0] Checking tx_Data_request for 817780 times 
[44.0] Checking tx_Data_request for 817781 times 
[44.0] Checking tx_Data_request for 817782 times 
[44.0] Checking tx_Data_request for 817783 times 
[44.0] Checking tx_Data_request for 817784 times 
[44.0] Checking tx_Data_request for 817785 times 
[44.0] Checking tx_Data_request for 817786 times 
[44.0] Checking tx_Data_request for 817787 times 
[44.0] Checking tx_Data_request for 817788 times 
[44.0] Checking tx_Data_request for 817789 times 
[44.0] Checking tx_Data_request for 817790 times 
[44.0] Checking tx_Data_request for 817791 times 
[44.0] Checking tx_Data_request for 817792 times 
[44.0] Checking tx_Data_request for 817793 times 
[44.0] Checking tx_Data_request for 817794 times 
[44.0] Checking tx_Data_request for 817795 times 
[44.0] Checking tx_Data_request for 817796 times 
[44.0] Checking tx_Data_request for 817797 times 
[44.0] Checking tx_Data_request for 817798 times 
[44.0] Checking tx_Data_request for 817799 times 
[44.0] Checking tx_Data_request for 817800 times 
[44.0] Checking tx_Data_request for 817801 times 
[44.0] Checking tx_Data_request for 817802 times 
[44.0] Checking tx_Data_request for 817803 times 
[44.0] Checking tx_Data_request for 817804 times 
[44.0] Checking tx_Data_request for 817805 times 
[44.0] Checking tx_Data_request for 817806 times 
[44.0] Checking tx_Data_request for 817807 times 
[44.0] Checking tx_Data_request for 817808 times 
[44.0] Checking tx_Data_request for 817809 times 
[44.0] Checking tx_Data_request for 817810 times 
[44.0] Checking tx_Data_request for 817811 times 
[44.0] Checking tx_Data_request for 817812 times 
[44.0] Checking tx_Data_request for 817813 times 
[44.0] Checking tx_Data_request for 817814 times 
[44.0] Checking tx_Data_request for 817815 times 
[44.0] Checking tx_Data_request for 817816 times 
[44.0] Checking tx_Data_request for 817817 times 
[44.0] Checking tx_Data_request for 817818 times 
[44.0] Checking tx_Data_request for 817819 times 
[44.0] Checking tx_Data_request for 817820 times 
[44.0] Checking tx_Data_request for 817821 times 
[44.0] Checking tx_Data_request for 817822 times 
[44.0] Checking tx_Data_request for 817823 times 
[44.0] Checking tx_Data_request for 817824 times 
[44.0] Checking tx_Data_request for 817825 times 
[44.0] Checking tx_Data_request for 817826 times 
[44.0] Checking tx_Data_request for 817827 times 
[44.0] Checking tx_Data_request for 817828 times 
[44.0] Checking tx_Data_request for 817829 times 
[44.0] Checking tx_Data_request for 817830 times 
[44.0] Checking tx_Data_request for 817831 times 
[44.0] Checking tx_Data_request for 817832 times 
[44.0] Checking tx_Data_request for 817833 times 
[44.0] Checking tx_Data_request for 817834 times 
[44.0] Checking tx_Data_request for 817835 times 
[44.0] Checking tx_Data_request for 817836 times 
[44.0] Checking tx_Data_request for 817837 times 
[44.0] Checking tx_Data_request for 817838 times 
[44.0] Checking tx_Data_request for 817839 times 
[44.0] Checking tx_Data_request for 817840 times 
[44.0] Checking tx_Data_request for 817841 times 
[44.0] Checking tx_Data_request for 817842 times 
[44.0] Checking tx_Data_request for 817843 times 
[44.0] Checking tx_Data_request for 817844 times 
[44.0] Checking tx_Data_request for 817845 times 
[44.0] Checking tx_Data_request for 817846 times 
[44.0] Checking tx_Data_request for 817847 times 
[44.0] Checking tx_Data_request for 817848 times 
[44.0] Checking tx_Data_request for 817849 times 
[44.0] Checking tx_Data_request for 817850 times 
[44.0] Checking tx_Data_request for 817851 times 
[44.0] Checking tx_Data_request for 817852 times 
[44.0] Checking tx_Data_request for 817853 times 
[44.0] Checking tx_Data_request for 817854 times 
[44.0] Checking tx_Data_request for 817855 times 
[44.0] Checking tx_Data_request for 817856 times 
[44.0] Checking tx_Data_request for 817857 times 
[44.0] Checking tx_Data_request for 817858 times 
[44.0] Check[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0ming tx_Data_request for 817859 times 
[44.0] Checking tx_Data_request for 817860 times 
[44.0] Checking tx_Data_request for 817861 times 
[44.0] Checking tx_Data_request for 817862 times 
[44.0] Checking tx_Data_request for 817863 times 
[44.0] Checking tx_Data_request for 817864 times 
[44.0] Checking tx_Data_request for 817865 times 
[44.0] Checking tx_Data_request for 817866 times 
[44.0] Checking tx_Data_request for 817867 times 
[44.0] Checking tx_Data_request for 817868 times 
[44.0] Checking tx_Data_request for 817869 times 
[44.0] Checking tx_Data_request for 817870 times 
[44.0] Checking tx_Data_request for 817871 times 
[44.0] Checking tx_Data_request for 817872 times 
[44.0] Checking tx_Data_request for 817873 times 
[44.0] Checking tx_Data_request for 817874 times 
[44.0] Checking tx_Data_request for 817875 times 
[44.0] Checking tx_Data_request for 817876 times 
[44.0] Checking tx_Data_request for 817877 times 
[44.0] Checking tx_Data_request for 817878 times 
[44.0] Checking tx_Data_request for 817879 times 
[44.0] Checking tx_Data_request for 817880 times 
[44.0] Checking tx_Data_request for 817881 times 
[44.0] Checking tx_Data_request for 817882 times 
[44.0] Checking tx_Data_request for 817883 times 
[44.0] Checking tx_Data_request for 817884 times 
[44.0] Checking tx_Data_request for 817885 times 
[44.0] Checking tx_Data_request for 817886 times 
[44.0] Checking tx_Data_request for 817887 times 
[44.0] Checking tx_Data_request for 817888 times 
[44.0] Checking tx_Data_request for 817889 times 
[44.0] Checking tx_Data_request for 817890 times 
[44.0] Checking tx_Data_request for 817891 times 
[44.0] Checking tx_Data_request for 817892 times 
[44.0] Checking tx_Data_request for 817893 times 
[44.0] Checking tx_Data_request for 817894 times 
[44.0] Checking tx_Data_request for 817895 times 
[44.0] Checking tx_Data_request for 817896 times 
[44.0] Checking tx_Data_request for 817897 times 
[44.0] Checking tx_Data_request for 817898 times 
[44.0] Checking tx_Data_request for 817899 times 
[44.0] Checking tx_Data_request for 817900 times 
[44.0] Checking tx_Data_request for 817901 times 
[44.0] Checking tx_Data_request for 817902 times 
[44.0] Checking tx_Data_request for 817903 times 
[44.0] Checking tx_Data_request for 817904 times 
[44.0] Checking tx_Data_request for 817905 times 
[44.0] Checking tx_Data_request for 817906 times 
[44.0] Checking tx_Data_request for 817907 times 
[44.0] Checking tx_Data_request for 817908 times 
[44.0] Checking tx_Data_request for 817909 times 
[44.0] Checking tx_Data_request for 817910 times 
[44.0] Checking tx_Data_request for 817911 times 
[44.0] Checking tx_Data_request for 817912 times 
[44.0] Checking tx_Data_request for 817913 times 
[44.0] Checking tx_Data_request for 817914 times 
[44.0] Checking tx_Data_request for 817915 times 
[44.0] Checking tx_Data_request for 817916 times 
[44.0] Checking tx_Data_request for 817917 times 
[44.0] Checking tx_Data_request for 817918 times 
[44.0] Checking tx_Data_request for 817919 times 
[44.0] Checking tx_Data_request for 817920 times 
[44.0] Checking tx_Data_request for 817921 times 
[44.0] Checking tx_Data_request for 817922 times 
[44.0] Checking tx_Data_request for 817923 times 
[44.0] Checking tx_Data_request for 817924 times 
[44.0] Checking tx_Data_request for 817925 times 
[44.0] Checking tx_Data_request for 817926 times 
[44.0] Checking tx_Data_request for 817927 times 
[44.0] Checking tx_Data_request for 817928 times 
[44.0] Checking tx_Data_request for 817929 times 
[44.0] Checking tx_Data_request for 817930 times 
[44.0] Checking tx_Data_request for 817931 times 
[44.0] Checking tx_Data_request for 817932 times 
[44.0] Checking tx_Data_request for 817933 times 
[44.0] Checking tx_Data_request for 817934 times 
[44.0] Checking tx_Data_request for 817935 times 
[44.0] Checking tx_Data_request for 817936 times 
[44.0] Checking tx_Data_request for 817937 times 
[44.0] Checking tx_Data_request for 817938 times 
[44.0] Checking tx_Data_request for 817939 times 
[44.0] Checking tx_Data_request for 817940 times 
[44.0] C[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mhecking tx_Data_request for 817941 times 
[44.0] Checking tx_Data_request for 817942 times 
[44.0] Checking tx_Data_request for 817943 times 
[44.0] Checking tx_Data_request for 817944 times 
[44.0] Checking tx_Data_request for 817945 times 
[44.0] Checking tx_Data_request for 817946 times 
[44.0] Checking tx_Data_request for 817947 times 
[44.0] Checking tx_Data_request for 817948 times 
[44.0] Checking tx_Data_request for 817949 times 
[44.0] Checking tx_Data_request for 817950 times 
[44.0] Checking tx_Data_request for 817951 times 
[44.0] Checking tx_Data_request for 817952 times 
[44.0] Checking tx_Data_request for 817953 times 
[44.0] Checking tx_Data_request for 817954 times 
[44.0] Checking tx_Data_request for 817955 times 
[44.0] Checking tx_Data_request for 817956 times 
[44.0] Checking tx_Data_request for 817957 times 
[44.0] Checking tx_Data_request for 817958 times 
[44.0] Checking tx_Data_request for 817959 times 
[44.0] Checking tx_Data_request for 817960 times 
[44.0] Checking tx_Data_request for 817961 times 
[44.0] Checking tx_Data_request for 817962 times 
[44.0] Checking tx_Data_request for 817963 times 
[44.0] Checking tx_Data_request for 817964 times 
[44.0] Checking tx_Data_request for 817965 times 
[44.0] Checking tx_Data_request for 817966 times 
[44.0] Checking tx_Data_request for 817967 times 
[44.0] Checking tx_Data_request for 817968 times 
[44.0] Checking tx_Data_request for 817969 times 
[44.0] Checking tx_Data_request for 817970 times 
[44.0] Checking tx_Data_request for 817971 times 
[44.0] Checking tx_Data_request for 817972 times 
[44.0] Checking tx_Data_request for 817973 times 
[44.0] Checking tx_Data_request for 817974 times 
[44.0] Checking tx_Data_request for 817975 times 
[44.0] Checking tx_Data_request for 817976 times 
[44.0] Checking tx_Data_request for 817977 times 
[44.0] Checking tx_Data_request for 817978 times 
[44.0] Checking tx_Data_request for 817979 times 
[44.0] Checking tx_Data_request for 817980 times 
[44.0] Checking tx_Data_request for 817981 times 
[44.0] Checking tx_Data_request for 817982 times 
[44.0] Checking tx_Data_request for 817983 times 
[44.0] Checking tx_Data_request for 817984 times 
[44.0] Checking tx_Data_request for 817985 times 
[44.0] Checking tx_Data_request for 817986 times 
[44.0] Checking tx_Data_request for 817987 times 
[44.0] Checking tx_Data_request for 817988 times 
[44.0] Checking tx_Data_request for 817989 times 
[44.0] Checking tx_Data_request for 817990 times 
[44.0] Checking tx_Data_request for 817991 times 
[44.0] Checking tx_Data_request for 817992 times 
[44.0] Checking tx_Data_request for 817993 times 
[44.0] Checking tx_Data_request for 817994 times 
[44.0] Checking tx_Data_request for 817995 times 
[44.0] Checking tx_Data_request for 817996 times 
[44.0] Checking tx_Data_request for 817997 times 
[44.0] Checking tx_Data_request for 817998 times 
[44.0] Checking tx_Data_request for 817999 times 
[44.0] Checking tx_Data_request for 818000 times 
[44.0] Checking tx_Data_request for 818001 times 
[44.0] Checking tx_Data_request for 818002 times 
[44.0] Checking tx_Data_request for 818003 times 
[44.0] Checking tx_Data_request for 818004 times 
[44.0] Checking tx_Data_request for 818005 times 
[44.0] Checking tx_Data_request for 818006 times 
[44.0] Checking tx_Data_request for 818007 times 
[44.0] Checking tx_Data_request for 818008 times 
[44.0] Checking tx_Data_request for 818009 times 
[44.0] Checking tx_Data_request for 818010 times 
[44.0] Checking tx_Data_request for 818011 times 
[44.0] Checking tx_Data_request for 818012 times 
[44.0] Checking tx_Data_request for 818013 times 
[44.0] Checking tx_Data_request for 818014 times 
[44.0] Checking tx_Data_request for 818015 times 
[44.0] Checking tx_Data_request for 818016 times 
[44.0] Checking tx_Data_request for 818017 times 
[44.0] Checking tx_Data_request for 818018 times 
[44.0] Checking tx_Data_request for 818019 times 
[44.0] Checking tx_Data_request for 818020 times 
[44.0] Checking tx_Data_request for 818021 times 
[44.0] Checking tx_Data_request for 818022 times 
[44.[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m0] Checking tx_Data_request for 818023 times 
[44.0] Checking tx_Data_request for 818024 times 
[44.0] Checking tx_Data_request for 818025 times 
[44.0] Checking tx_Data_request for 818026 times 
[44.0] Checking tx_Data_request for 818027 times 
[44.0] Checking tx_Data_request for 818028 times 
[44.0] Checking tx_Data_request for 818029 times 
[44.0] Checking tx_Data_request for 818030 times 
[44.0] Checking tx_Data_request for 818031 times 
[44.0] Checking tx_Data_request for 818032 times 
[44.0] Checking tx_Data_request for 818033 times 
[44.0] Checking tx_Data_request for 818034 times 
[44.0] Checking tx_Data_request for 818035 times 
[44.0] Checking tx_Data_request for 818036 times 
[44.0] Checking tx_Data_request for 818037 times 
[44.0] Checking tx_Data_request for 818038 times 
[44.0] Checking tx_Data_request for 818039 times 
[44.0] Checking tx_Data_request for 818040 times 
[44.0] Checking tx_Data_request for 818041 times 
[44.0] Checking tx_Data_request for 818042 times 
[44.0] Checking tx_Data_request for 818043 times 
[44.0] Checking tx_Data_request for 818044 times 
[44.0] Checking tx_Data_request for 818045 times 
[44.0] Checking tx_Data_request for 818046 times 
[44.0] Checking tx_Data_request for 818047 times 
[44.0] Checking tx_Data_request for 818048 times 
[44.0] Checking tx_Data_request for 818049 times 
[44.0] Checking tx_Data_request for 818050 times 
[44.0] Checking tx_Data_request for 818051 times 
[44.0] Checking tx_Data_request for 818052 times 
[44.0] Checking tx_Data_request for 818053 times 
[44.0] Checking tx_Data_request for 818054 times 
[44.0] Checking tx_Data_request for 818055 times 
[44.0] Checking tx_Data_request for 818056 times 
[44.0] Checking tx_Data_request for 818057 times 
[44.0] Checking tx_Data_request for 818058 times 
[44.0] Checking tx_Data_request for 818059 times 
[44.0] Checking tx_Data_request for 818060 times 
[44.0] Checking tx_Data_request for 818061 times 
[44.0] Checking tx_Data_request for 818062 times 
[44.0] Checking tx_Data_request for 818063 times 
[44.0] Checking tx_Data_request for 818064 times 
[44.0] Checking tx_Data_request for 818065 times 
[44.0] Checking tx_Data_request for 818066 times 
[44.0] Checking tx_Data_request for 818067 times 
[44.0] Checking tx_Data_request for 818068 times 
[44.0] Checking tx_Data_request for 818069 times 
[44.0] Checking tx_Data_request for 818070 times 
[44.0] Checking tx_Data_request for 818071 times 
[44.0] Checking tx_Data_request for 818072 times 
[44.0] Checking tx_Data_request for 818073 times 
[44.0] Checking tx_Data_request for 818074 times 
[44.0] Checking tx_Data_request for 818075 times 
[44.0] Checking tx_Data_request for 818076 times 
[44.0] Checking tx_Data_request for 818077 times 
[44.0] Checking tx_Data_request for 818078 times 
[44.0] Checking tx_Data_request for 818079 times 
[44.0] Checking tx_Data_request for 818080 times 
[44.0] Checking tx_Data_request for 818081 times 
[44.0] Checking tx_Data_request for 818082 times 
[44.0] Checking tx_Data_request for 818083 times 
[44.0] Checking tx_Data_request for 818084 times 
[44.0] Checking tx_Data_request for 818085 times 
[44.0] Checking tx_Data_request for 818086 times 
[44.0] Checking tx_Data_request for 818087 times 
[44.0] Checking tx_Data_request for 818088 times 
[44.0] Checking tx_Data_request for 818089 times 
[44.0] Checking tx_Data_request for 818090 times 
[44.0] Checking tx_Data_request for 818091 times 
[44.0] Checking tx_Data_request for 818092 times 
[44.0] Checking tx_Data_request for 818093 times 
[44.0] Checking tx_Data_request for 818094 times 
[44.0] Checking tx_Data_request for 818095 times 
[44.0] Checking tx_Data_request for 818096 times 
[44.0] Checking tx_Data_request for 818097 times 
[44.0] Checking tx_Data_request for 818098 times 
[44.0] Checking tx_Data_request for 818099 times 
[44.0] Checking tx_Data_request for 818100 times 
[44.0] Checking tx_Data_request for 818101 times 
[44.0] Checking tx_Data_request for 818102 times 
[44.0] Checking tx_Data_request for 818103 times 
[44.0] Checking tx_Data_request for 818104 times 
[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[44.0] Checking tx_Data_request for 818105 times 
[44.0] Checking tx_Data_request for 818106 times 
[44.0] Checking tx_Data_request for 818107 times 
[44.0] Checking tx_Data_request for 818108 times 
[44.0] Checking tx_Data_request for 818109 times 
[44.0] Checking tx_Data_request for 818110 times 
[44.0] Checking tx_Data_request for 818111 times 
[44.0] Checking tx_Data_request for 818112 times 
[44.0] Checking tx_Data_request for 818113 times 
[44.0] Checking tx_Data_request for 818114 times 
[44.0] Checking tx_Data_request for 818115 times 
[44.0] Checking tx_Data_request for 818116 times 
[44.0] Checking tx_Data_request for 818117 times 
[44.0] Checking tx_Data_request for 818118 times 
[44.0] Checking tx_Data_request for 818119 times 
[44.0] Checking tx_Data_request for 818120 times 
[44.0] Checking tx_Data_request for 818121 times 
[44.0] Checking tx_Data_request for 818122 times 
[44.0] Checking tx_Data_request for 818123 times 
[44.0] Checking tx_Data_request for 818124 times 
[44.0] Checking tx_Data_request for 818125 times 
[44.0] Checking tx_Data_request for 818126 times 
[44.0] Checking tx_Data_request for 818127 times 
[44.0] Checking tx_Data_request for 818128 times 
[44.0] Checking tx_Data_request for 818129 times 
[44.0] Checking tx_Data_request for 818130 times 
[44.0] Checking tx_Data_request for 818131 times 
[44.0] Checking tx_Data_request for 818132 times 
[44.0] Checking tx_Data_request for 818133 times 
[44.0] Checking tx_Data_request for 818134 times 
[44.0] Checking tx_Data_request for 818135 times 
[44.0] Checking tx_Data_request for 818136 times 
[44.0] Checking tx_Data_request for 818137 times 
[44.0] Checking tx_Data_request for 818138 times 
[44.0] Checking tx_Data_request for 818139 times 
[44.0] Checking tx_Data_request for 818140 times 
[44.0] Checking tx_Data_request for 818141 times 
[44.0] Checking tx_Data_request for 818142 times 
[44.0] Checking tx_Data_request for 818143 times 
[44.0] Checking tx_Data_request for 818144 times 
[44.0] Checking tx_Data_request for 818145 times 
[44.0] Checking tx_Data_request for 818146 times 
[44.0] Checking tx_Data_request for 818147 times 
[44.0] Checking tx_Data_request for 818148 times 
[44.0] Checking tx_Data_request for 818149 times 
[44.0] Checking tx_Data_request for 818150 times 
[44.0] Checking tx_Data_request for 818151 times 
[44.0] Checking tx_Data_request for 818152 times 
[44.0] Checking tx_Data_request for 818153 times 
[44.0] Checking tx_Data_request for 818154 times 
[44.0] Checking tx_Data_request for 818155 times 
[44.0] Checking tx_Data_request for 818156 times 
[44.0] Checking tx_Data_request for 818157 times 
[44.0] Checking tx_Data_request for 818158 times 
[44.0] Checking tx_Data_request for 818159 times 
[44.0] Checking tx_Data_request for 818160 times 
[44.0] Checking tx_Data_request for 818161 times 
[44.0] Checking tx_Data_request for 818162 times 
[44.0] Checking tx_Data_request for 818163 times 
[44.0] Checking tx_Data_request for 818164 times 
[44.0] Checking tx_Data_request for 818165 times 
[44.0] Checking tx_Data_request for 818166 times 
[44.0] Checking tx_Data_request for 818167 times 
[44.0] Checking tx_Data_request for 818168 times 
[44.0] Checking tx_Data_request for 818169 times 
[44.0] Checking tx_Data_request for 818170 times 
[44.0] Checking tx_Data_request for 818171 times 
[44.0] Checking tx_Data_request for 818172 times 
[44.0] Checking tx_Data_request for 818173 times 
[44.0] Checking tx_Data_request for 818174 times 
[44.0] Checking tx_Data_request for 818175 times 
[44.0] Checking tx_Data_request for 818176 times 
[44.0] Checking tx_Data_request for 818177 times 
[44.0] Checking tx_Data_request for 818178 times 
[44.0] Checking tx_Data_request for 818179 times 
[44.0] Checking tx_Data_request for 818180 times 
[44.0] Checking tx_Data_request for 818181 times 
[44.0] Checking tx_Data_request for 818182 times 
[44.0] Checking tx_Data_request for 818183 times 
[44.0] Checking tx_Data_request for 818184 times 
[44.0] Checking tx_Data_request for 818185 times 
[44.0] Checking tx_Data_request for 818186 tim[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mes 
[44.0] Checking tx_Data_request for 818187 times 
[44.0] Checking tx_Data_request for 818188 times 
[44.0] Checking tx_Data_request for 818189 times 
[44.0] Checking tx_Data_request for 818190 times 
[44.0] Checking tx_Data_request for 818191 times 
[44.0] Checking tx_Data_request for 818192 times 
[44.0] Checking tx_Data_request for 818193 times 
[44.0] Checking tx_Data_request for 818194 times 
[44.0] Checking tx_Data_request for 818195 times 
[44.0] Checking tx_Data_request for 818196 times 
[44.0] Checking tx_Data_request for 818197 times 
[44.0] Checking tx_Data_request for 818198 times 
[44.0] Checking tx_Data_request for 818199 times 
[44.0] Checking tx_Data_request for 818200 times 
[44.0] Checking tx_Data_request for 818201 times 
[44.0] Checking tx_Data_request for 818202 times 
[44.0] Checking tx_Data_request for 818203 times 
[44.0] Checking tx_Data_request for 818204 times 
[44.0] Checking tx_Data_request for 818205 times 
[44.0] Checking tx_Data_request for 818206 times 
[44.0] Checking tx_Data_request for 818207 times 
[44.0] Checking tx_Data_request for 818208 times 
[44.0] Checking tx_Data_request for 818209 times 
[44.0] Checking tx_Data_request for 818210 times 
[44.0] Checking tx_Data_request for 818211 times 
[44.0] Checking tx_Data_request for 818212 times 
[44.0] Checking tx_Data_request for 818213 times 
[44.0] Checking tx_Data_request for 818214 times 
[44.0] Checking tx_Data_request for 818215 times 
[44.0] Checking tx_Data_request for 818216 times 
[44.0] Checking tx_Data_request for 818217 times 
[44.0] Checking tx_Data_request for 818218 times 
[44.0] Checking tx_Data_request for 818219 times 
[44.0] Checking tx_Data_request for 818220 times 
[44.0] Checking tx_Data_request for 818221 times 
[44.0] Checking tx_Data_request for 818222 times 
[44.0] Checking tx_Data_request for 818223 times 
[44.0] Checking tx_Data_request for 818224 times 
[44.0] Checking tx_Data_request for 818225 times 
[44.0] Checking tx_Data_request for 818226 times 
[44.0] Checking tx_Data_request for 818227 times 
[44.0] Checking tx_Data_request for 818228 times 
[44.0] Checking tx_Data_request for 818229 times 
[44.0] Checking tx_Data_request for 818230 times 
[44.0] Checking tx_Data_request for 818231 times 
[44.0] Checking tx_Data_request for 818232 times 
[44.0] Checking tx_Data_request for 818233 times 
[44.0] Checking tx_Data_request for 818234 times 
[44.0] Checking tx_Data_request for 818235 times 
[44.0] Checking tx_Data_request for 818236 times 
[44.0] Checking tx_Data_request for 818237 times 
[44.0] Checking tx_Data_request for 818238 times 
[44.0] Checking tx_Data_request for 818239 times 
[44.0] Checking tx_Data_request for 818240 times 
[44.0] Checking tx_Data_request for 818241 times 
[44.0] Checking tx_Data_request for 818242 times 
[44.0] Checking tx_Data_request for 818243 times 
[44.0] Checking tx_Data_request for 818244 times 
[44.0] Checking tx_Data_request for 818245 times 
[44.0] Checking tx_Data_request for 818246 times 
[44.0] Checking tx_Data_request for 818247 times 
[44.0] Checking tx_Data_request for 818248 times 
[44.0] Checking tx_Data_request for 818249 times 
[44.0] Checking tx_Data_request for 818250 times 
[44.0] Checking tx_Data_request for 818251 times 
[44.0] Checking tx_Data_request for 818252 times 
[44.0] Checking tx_Data_request for 818253 times 
[44.0] Checking tx_Data_request for 818254 times 
[44.0] Checking tx_Data_request for 818255 times 
[44.0] Checking tx_Data_request for 818256 times 
[44.0] Checking tx_Data_request for 818257 times 
[44.0] Checking tx_Data_request for 818258 times 
[44.0] Checking tx_Data_request for 818259 times 
[44.0] Checking tx_Data_request for 818260 times 
[44.0] Checking tx_Data_request for 818261 times 
[44.0] Checking tx_Data_request for 818262 times 
[44.0] Checking tx_Data_request for 818263 times 
[44.0] Checking tx_Data_request for 818264 times 
[44.0] Checking tx_Data_request for 818265 times 
[44.0] Checking tx_Data_request for 818266 times 
[44.0] Checking tx_Data_request for 818267 times 
[44.0] Checking tx_Data_request for 818268[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m times 
[44.0] Checking tx_Data_request for 818269 times 
[44.0] Checking tx_Data_request for 818270 times 
[44.0] Checking tx_Data_request for 818271 times 
[44.0] Checking tx_Data_request for 818272 times 
[44.0] Checking tx_Data_request for 818273 times 
[44.0] Checking tx_Data_request for 818274 times 
[44.0] Checking tx_Data_request for 818275 times 
[44.0] Checking tx_Data_request for 818276 times 
[44.0] Checking tx_Data_request for 818277 times 
[44.0] Checking tx_Data_request for 818278 times 
[44.0] Checking tx_Data_request for 818279 times 
[44.0] Checking tx_Data_request for 818280 times 
[44.0] Checking tx_Data_request for 818281 times 
[44.0] Checking tx_Data_request for 818282 times 
[44.0] Checking tx_Data_request for 818283 times 
[44.0] Checking tx_Data_request for 818284 times 
[44.0] Checking tx_Data_request for 818285 times 
[44.0] Checking tx_Data_request for 818286 times 
[44.0] Checking tx_Data_request for 818287 times 
[44.0] Checking tx_Data_request for 818288 times 
[44.0] Checking tx_Data_request for 818289 times 
[44.0] Checking tx_Data_request for 818290 times 
[44.0] Checking tx_Data_request for 818291 times 
[44.0] Checking tx_Data_request for 818292 times 
[44.0] Checking tx_Data_request for 818293 times 
[44.0] Checking tx_Data_request for 818294 times 
[44.0] Checking tx_Data_request for 818295 times 
[44.0] Checking tx_Data_request for 818296 times 
[44.0] Checking tx_Data_request for 818297 times 
[44.0] Checking tx_Data_request for 818298 times 
[44.0] Checking tx_Data_request for 818299 times 
[44.0] Checking tx_Data_request for 818300 times 
[44.0] Checking tx_Data_request for 818301 times 
