# proxy downlink barrier profile
# arm_clock_monotonic_ns=94746442790710
# arm_clock_realtime_ns=1785735632422851513
# dump_clock_monotonic_ns=94927792913827
# dump_clock_realtime_ns=1785735813772974680
# realtime_monotonic_drift_ns=-50
# rounds_recorded=1328 slot_indications_recorded=331932
# round_seq_range=4589..5916
# times are ns; seg_* are us; skip lines beginning with '#'
round_seq,sfn,slot,gnb_count,sfn_slot_mismatch,latest_gnb_id,seg1_kernel_to_wake_us,seg2a_lock_blocked_us,seg2b_drain_us,seg2c_fanout_us,seg3a_unpack_us,seg3b_lock_wait_us,seg4_lock_to_flag_us,seg5a_ue_phase_us,seg5b_gnb_phase_us,seg6_ack_us,total_wait_us,msgs_before_slotind,t0_kernel_real_ns,t0_kernel_mono_ns,t1_wake_ns,t2_dispatch_ns,t2b_prelock_ns,t3_locked_ns,t4_max_ns,lock_blocked_ns,fanout_held_ns,t5_round_start_ns,t6_ue_done_ns,t7_gnb_done_ns,t8_ack_sent_ns,really_finished_ue,really_finished_gnb
4609,230,9,250,0,178,23.294,0.000,10.599,0.000,22.322,6845.334,333.445,0.000,0.791,44.043,7279.828,0,1785735635350629579,94749370568776,94749370592070,94749370602669,94749370624991,94749377470325,94749377803770,0,0,94749280096383,94749291511603,94749377804561,94749377848604,0,1
4610,230,10,250,0,41,25.248,0.000,12.353,0.000,27.922,6436.938,358.322,0.000,1.743,48.952,6911.478,0,1785735635448458313,94749468397510,94749468422758,94749468435111,94749468463033,94749474899971,94749475258293,0,0,94749378371324,94749389568536,94749475260036,94749475308988,0,1
4611,230,11,250,0,30,60.614,0.000,8.907,0.000,20.809,10201.114,341.100,0.000,7.404,35.546,10675.494,0,1785735635543489823,94749563429020,94749563489634,94749563498541,94749563519350,94749573720464,94749574061564,0,0,94749475861824,94749487087469,94749574068968,94749574104514,0,1
4612,230,12,250,0,17,-29.225,172674.722,464.791,1219.086,24.335,9429.448,583.634,0.000,9.898,50.916,184427.605,3,1785735635556076861,94749576016058,94749575986833,94749750345432,94749750369767,94749759799215,94749760382849,172674722,1219086,94749574582280,94749585876363,94749760392747,94749760443663,0,1
4613,230,13,250,0,75,24.346,84658.252,42.190,393.658,26.730,10312.132,322.295,0.000,10.950,49.343,95839.896,1,1785735635833136067,94749853075264,94749853099610,94749938193710,94749938220440,94749948532572,94749948854867,84658252,393658,94749760986501,94749772597799,94749948865817,94749948915160,0,1
4614,230,14,250,0,69,20.919,0.000,13.084,0.000,18.104,18499.242,378.980,0.000,2.004,52.438,18984.771,0,1785735636008315986,94750028255183,94750028276102,94750028289186,94750028307290,94750046806532,94750047185512,0,0,94749949526215,94749961459157,94750047187516,94750047239954,0,1
4615,230,15,250,0,72,48.843,0.000,12.333,0.000,20.328,10903.712,375.824,0.000,3.006,41.368,11405.414,0,1785735636113639881,94750133579077,94750133627920,94750133640253,94750133660581,94750144564293,94750144940117,0,0,94750047776510,94750058902789,94750144943123,94750144984491,0,1
4616,230,16,250,0,200,40.707,0.000,12.233,0.000,19.336,21921.397,359.935,0.000,8.877,49.623,22412.108,0,1785735636203114634,94750223053830,94750223094537,94750223106770,94750223126106,94750245047503,94750245407438,0,0,94750145391944,94750157046253,94750245416315,94750245465938,0,1
4617,230,17,250,0,97,31.890,83349.599,48.171,497.643,21.941,4355.165,126.687,0.000,3.727,26.360,88461.183,1,1785735636324409111,94750344348307,94750344380197,94750428275610,94750428297551,94750432652716,94750432779403,83349599,497643,94750245999949,94750257291367,94750432783130,94750432809490,0,1
4618,230,18,250,0,139,28.174,83744.590,47.879,429.696,20.549,20462.471,336.702,0.000,0.551,50.645,105121.257,1,1785735636494806533,94750514745729,94750514773903,94750598996068,94750599016617,94750619479088,94750619815790,83744590,429696,94750433320027,94750445364918,94750619816341,94750619866986,0,1
4619,230,19,250,0,63,39.756,30327.647,64.932,428.673,20.258,1713.222,115.516,0.000,1.393,47.439,32758.836,1,1785735636752789726,94750772728922,94750772768678,94750803589930,94750803610188,94750805323410,94750805438926,30327647,428673,94750620483231,94750632295987,94750805440319,94750805487758,0,1
4620,231,0,250,0,172,-73.778,56231.098,544.020,780.585,23.524,5272.564,149.130,0.000,7.394,50.855,62985.392,2,1785735636878328861,94750898268057,94750898194279,94750955749982,94750955773506,94750961046070,94750961195200,56231098,780585,94750806027259,94750818552481,94750961202594,94750961253449,0,1
4621,231,1,250,0,129,-23.342,194995.979,645.419,1160.265,24.597,5435.209,565.260,0.000,8.857,29.815,202842.059,3,1785735636943392538,94750963331734,94750963308392,94751160110055,94751160134652,94751165569861,94751166135121,194995979,1160265,94750961690639,94750973616056,94751166143978,94751166173793,0,1
4622,231,2,250,0,48,-24.305,87437.473,503.635,840.055,16.531,1015.323,91.312,0.000,3.035,47.489,89930.548,2,1785735637155366276,94751175305472,94751175281167,94751264062330,94751264078861,94751265094184,94751265185496,87437473,840055,94751166788676,94751179203501,94751265188531,94751265236020,0,1
4623,231,3,250,0,83,39.164,0.000,6.112,0.000,18.795,30494.149,392.285,0.000,2.174,52.098,31004.777,0,1785735637312595892,94751332535088,94751332574252,94751332580364,94751332599159,94751363093308,94751363485593,0,0,94751265680203,94751277571526,94751363487767,94751363539865,0,1
4624,231,4,250,0,145,25.890,0.000,12.172,0.000,16.171,21026.830,351.379,0.000,4.678,36.950,21474.070,0,1785735637419718179,94751439657375,94751439683265,94751439695437,94751439711608,94751460738438,94751461089817,0,0,94751364063356,94751375192461,94751461094495,94751461131445,0,1
4625,231,5,250,0,15,36.770,0.000,11.281,0.000,20.068,15463.751,349.725,0.000,5.180,30.036,15916.811,0,1785735637522818947,94751542758143,94751542794913,94751542806194,94751542826262,94751558290013,94751558639738,0,0,94751461626503,94751472735850,94751558644918,94751558674954,0,1
4626,231,6,250,0,11,47.400,0.000,10.900,0.000,18.164,16613.727,371.216,0.000,10.920,51.467,17123.794,0,1785735637619721355,94751639660551,94751639707951,94751639718851,94751639737015,94751656350742,94751656721958,0,0,94751559223563,94751570734774,94751656732878,94751656784345,0,1
4627,231,7,250,0,115,20.019,72291.248,42.009,387.626,21.871,13743.436,355.466,0.000,9.668,52.729,86924.072,1,1785735637735238320,94751755177516,94751755197535,94751827918418,94751827940289,94751841683725,94751842039191,72291248,387626,94751657221254,94751668242987,94751842048859,94751842101588,0,1
4628,231,8,250,0,2,98.545,0.000,12.844,0.000,25.538,17736.582,348.944,0.000,5.921,52.769,18281.143,0,1785735637903373211,94751923312407,94751923410952,94751923423796,94751923449334,94751941185916,94751941534860,0,0,94751842542835,94751854410464,94751941540781,94751941593550,0,1
4629,231,9,250,0,115,17.043,0.000,9.818,0.000,18.154,12391.691,375.675,0.000,9.618,50.284,12872.283,0,1785735638006430277,94752026369473,94752026386516,94752026396334,94752026414488,94752038806179,94752039181854,0,0,94751942169059,94751953893349,94752039191472,94752039241756,0,1
4630,231,10,250,0,91,54.053,0.000,8.275,0.000,41.688,14923.969,364.824,0.000,2.745,51.967,15447.521,0,1785735638101564329,94752121503525,94752121557578,94752121565853,94752121607541,94752136531510,94752136896334,0,0,94752039804992,94752051251802,94752136899079,94752136951046,0,1
4631,231,11,250,0,63,46.238,0.000,7.905,0.000,16.310,15904.488,353.011,0.000,8.156,31.248,16367.356,0,1785735638198635002,94752218574198,94752218620436,94752218628341,94752218644651,94752234549139,94752234902150,0,0,94752137334696,94752148981331,94752234910306,94752234941554,0,1
4632,231,12,250,0,131,-21.480,137166.764,474.289,1142.602,13.556,921.036,236.884,0.000,3.287,28.884,139965.822,3,1785735638265247955,94752285187151,94752285165671,94752423949326,94752423962882,94752424883918,94752425120802,137166764,1142602,94752235376910,94752247158929,94752425124089,94752425152973,0,1
4633,231,13,250,0,192,22.373,79673.928,38.021,376.015,18.515,11341.853,398.938,0.000,5.871,50.515,91926.029,1,1785735638499478659,94752519417855,94752519440228,94752599528192,94752599546707,94752610888560,94752611287498,79673928,376015,94752425660374,94752437520268,94752611293369,94752611343884,0,1
4634,231,14,250,0,40,13.867,0.000,19.867,0.000,20.068,85162.889,371.125,0.000,9.388,49.122,85646.326,0,1785735638604465573,94752624404769,94752624418636,94752624438503,94752624458571,94752709621460,94752709992585,0,0,94752611905136,94752623763397,94752710001973,94752710051095,0,1
4635,231,15,250,0,174,36.590,0.000,9.307,0.000,21.340,40222.627,345.418,0.000,4.108,51.236,40690.626,0,1785735638746866248,94752766805444,94752766842034,94752766851341,94752766872681,94752807095308,94752807440726,0,0,94752710469469,94752722061211,94752807444834,94752807496070,0,1
4636,231,16,250,0,26,18.726,0.000,8.877,0.000,20.519,41582.967,349.786,0.000,10.088,51.717,42042.680,0,1785735638843308453,94752863247649,94752863266375,94752863275252,94752863295771,94752904878738,94752905228524,0,0,94752807880571,94752818959080,94752905238612,94752905290329,0,1
4637,231,17,250,0,239,19.848,15821.030,80.151,445.495,19.828,2450.123,107.231,0.000,3.877,48.972,18996.555,1,1785735639052430985,94753072370181,94753072390029,94753088736705,94753088756533,94753091206656,94753091313887,15821030,445495,94752905758557,94752917113595,94753091317764,94753091366736,0,1
4638,231,18,250,0,233,31.049,72461.297,54.402,401.773,16.872,5964.773,257.422,0.000,2.886,52.959,79243.433,1,1785735639177797175,94753197736371,94753197767420,94753270684892,94753270701764,94753276666537,94753276923959,72461297,401773,94753091735758,94753103585613,94753276926845,94753276979804,0,1
4639,231,19,250,0,115,2.606,74704.142,54.030,431.880,20.038,6128.760,368.040,0.000,2.144,52.769,81764.409,1,1785735639362636042,94753382575238,94753382577844,94753457767896,94753457787934,94753463916694,94753464284734,74704142,431880,94753277316325,94753289352650,94753464286878,94753464339647,0,1
4640,232,0,250,0,96,-52.919,167173.558,450.134,714.580,22.322,41344.330,419.807,0.000,13.045,42.920,210127.777,2,1785735639525642779,94753545581975,94753545529056,94753713867328,94753713889650,94753755233980,94753755653787,167173558,714580,94753464968806,94753482732278,94753755666832,94753755709752,0,1
4641,232,1,250,0,226,-19.995,173865.965,453.840,1150.477,16.592,2263.283,142.487,0.000,7.273,49.994,177929.916,3,1785735639747398855,94753767338050,94753767318055,94753942788337,94753942804929,94753945068212,94753945210699,173865965,1150477,94753756243262,94753769120624,94753945217972,94753945267966,0,1
4642,232,2,250,0,81,22.354,0.000,7.725,0.000,22.231,24309.986,377.207,0.000,2.014,45.104,24786.621,0,1785735639998898804,94754018837999,94754018860353,94754018868078,94754018890309,94754043200295,94754043577502,0,0,94753945554113,94753957307417,94754043579516,94754043624620,0,1
4643,232,3,250,0,26,37.452,0.000,7.003,0.000,18.144,6452.177,387.486,0.000,7.654,30.017,6939.933,0,1785735640115298204,94754135237399,94754135274851,94754135281854,94754135299998,94754141752175,94754142139661,0,0,94754044193016,94754055737128,94754142147315,94754142177332,0,1
4644,232,4,250,0,7,19.308,0.000,9.718,0.000,19.296,6830.575,381.325,0.000,3.136,58.630,7321.988,0,1785735640212762556,94754232701751,94754232721059,94754232730777,94754232750073,94754239580648,94754239961973,0,0,94754142552265,94754153844425,94754239965109,94754240023739,0,1
4645,232,5,250,0,159,32.823,0.000,9.939,0.000,23.644,8210.512,348.914,0.000,2.094,52.108,8680.034,0,1785735640308996781,94754328935976,94754328968799,94754328978738,94754329002382,94754337212894,94754337561808,0,0,94754240478902,94754252122792,94754337563902,94754337616010,0,1
4646,232,6,250,0,34,12.285,0.000,5.621,0.000,16.872,94226.010,385.112,0.000,3.146,49.031,94698.077,0,1785735640320571129,94754340510324,94754340522609,94754340528230,94754340545102,94754434771112,94754435156224,0,0,94754338118472,94754349938682,94754435159370,94754435208401,0,1
4647,232,7,250,0,135,15.331,84851.636,47.989,404.789,24.656,19944.692,362.299,0.000,1.092,54.031,105706.515,1,1785735640497366406,94754517305601,94754517320932,94754602625346,94754602650002,94754622594694,94754622956993,84851636,404789,94754435733987,94754447158715,94754622958085,94754623012116,0,1
4648,232,8,250,0,124,58.000,71699.609,48.922,440.656,21.090,7203.634,337.423,0.000,4.689,51.957,79865.980,1,1785735640709581817,94754729521012,94754729579012,94754801768199,94754801789289,94754808992923,94754809330346,71699609,440656,94754623552469,94754636062522,94754809335035,94754809386992,0,1
4649,232,9,250,0,217,15.692,0.000,12.633,0.000,18.996,18083.222,376.065,0.000,1.202,53.821,18561.631,0,1785735640868825468,94754888764663,94754888780355,94754888792988,94754888811984,94754906895206,94754907271271,0,0,94754809794426,94754821780898,94754907272473,94754907326294,0,1
4650,232,10,250,0,81,42.722,0.000,11.682,0.000,19.787,9609.175,338.775,0.000,7.153,49.693,10078.987,0,1785735640975553126,94754995492321,94754995535043,94754995546725,94754995566512,94755005175687,94755005514462,0,0,94754907930807,94754919480039,94755005521615,94755005571308,0,1
4651,232,11,250,0,33,42.592,0.000,12.964,0.000,20.519,12883.554,349.926,0.000,11.992,49.984,13371.531,0,1785735641070503604,94755090442799,94755090485391,94755090498355,94755090518874,94755103402428,94755103752354,0,0,94755006076175,94755017638692,94755103764346,94755103814330,0,1
4652,232,12,250,0,224,130.056,62527.193,45.084,392.085,25.568,3793.041,231.213,0.000,7.935,50.264,67202.439,1,1785735641201695196,94755221634391,94755221764447,94755284728809,94755284754377,94755288547418,94755288778631,62527193,392085,94755104173333,94755115678602,94755288786566,94755288836830,0,1
4653,232,13,250,0,47,31.370,76997.080,40.496,432.171,24.225,6220.232,378.539,0.000,6.011,51.106,84181.230,1,1785735641371081102,94755391020297,94755391051667,94755468521414,94755468545639,94755474765871,94755475144410,76997080,432171,94755289343630,94755301492256,94755475150421,94755475201527,0,1
4654,232,14,250,0,54,15.801,0.000,14.488,0.000,20.859,4845.043,340.127,0.000,2.355,45.736,5284.409,0,1785735641547942723,94755567881918,94755567897719,94755567912207,94755567933066,94755572778109,94755573118236,0,0,94755475592089,94755487263621,94755573120591,94755573166327,0,1
4655,232,15,250,0,128,20.721,0.000,12.934,0.000,21.330,9110.480,356.458,0.000,7.374,51.697,9580.994,0,1785735641641999486,94755661938681,94755661959402,94755661972336,94755661993666,94755671104146,94755671460604,0,0,94755574321502,94755585565392,94755671467978,94755671519675,0,1
4656,232,16,250,0,223,19.568,0.000,7.414,0.000,19.837,20897.257,360.516,0.000,8.516,48.351,21361.459,0,1785735641727611968,94755747551163,94755747570731,94755747578145,94755747597982,94755768495239,94755768855755,0,0,94755672067652,94755683374730,94755768864271,94755768912622,0,1
4657,232,17,250,0,70,12.425,74090.391,40.266,349.795,22.613,101225.552,391.654,0.000,13.907,51.807,176198.410,1,1785735641759647366,94755779586561,94755779598986,94755854079438,94755854102051,94755955327603,94755955719257,74090391,349795,94755769459477,94755780887532,94755955733164,94755955784971,0,1
4658,232,18,250,0,177,16.202,73776.282,48.552,450.314,17.653,5688.163,344.416,0.000,6.823,54.773,80403.178,1,1785735642041797787,94756061736982,94756061753184,94756136028332,94756136045985,94756141734148,94756142078564,73776282,450314,94755956375428,94755968336592,94756142085387,94756142140160,0,1
4659,232,19,250,0,103,27.504,63834.384,51.526,369.533,17.933,5522.994,146.675,0.000,8.566,41.688,70020.803,1,1785735642238815175,94756258754370,94756258781874,94756323037317,94756323055250,94756328578244,94756328724919,63834384,369533,94756142534389,94756154549414,94756328733485,94756328775173,0,1
4660,233,0,250,0,140,-9.466,82520.455,438.623,792.886,19.317,3102.456,165.600,0.000,3.958,22.742,87056.571,2,1785735642322647299,94756342586494,94756342577028,94756426328992,94756426348309,94756429450765,94756429616365,82520455,792886,94756329259161,94756341340009,94756429620323,94756429643065,0,1
4661,233,1,250,0,179,-15.748,174862.564,477.525,1194.529,21.761,1006.257,127.809,0.000,4.378,39.284,177718.359,3,1785735642420444144,94756440383339,94756440367591,94756616902209,94756616923970,94756617930227,94756618058036,174862564,1194529,94756430227822,94756442413236,94756618062414,94756618101698,0,1
4662,233,2,250,0,179,-17.160,86171.851,455.324,827.340,22.322,0.050,97.923,0.000,5.681,51.967,87615.298,2,1785735642608844337,94756628783532,94756628766372,94756716220887,94756716243209,94756716243259,94756716341182,86171851,827340,94756618661508,94756630626609,94756716346863,94756716398830,0,1
4663,233,3,250,0,174,19.378,0.000,9.017,0.000,22.913,3750.020,345.819,0.000,1.011,37.260,4185.418,0,1785735642789791528,94756809730723,94756809750101,94756809759118,94756809782031,94756813532051,94756813877870,0,0,94756716900120,94756728488246,94756813878881,94756813916141,0,1
4664,233,4,250,0,94,41.179,0.000,9.147,0.000,21.771,11637.547,370.084,0.000,2.024,21.771,12103.523,0,1785735642879653336,94756899592531,94756899633710,94756899642857,94756899664628,94756911302175,94756911672259,0,0,94756814226112,94756825522971,94756911674283,94756911696054,0,1
4665,233,5,250,0,130,43.694,0.000,9.067,0.000,16.241,21381.384,366.578,0.000,1.272,49.974,21868.210,0,1785735642967303818,94756987243013,94756987286707,94756987295774,94756987312015,94757008693399,94757009059977,0,0,94756912042083,94756923859557,94757009061249,94757009111223,0,1
4666,233,6,250,0,192,30.830,0.000,12.613,0.000,18.936,15258.045,375.484,0.000,0.831,26.069,15722.808,0,1785735643070993681,94757090932876,94757090963706,94757090976319,94757090995255,94757106253300,94757106628784,0,0,94757009649963,94757020858546,94757106629615,94757106655684,0,1
4667,233,7,250,0,152,5.713,92931.192,44.744,396.243,26.360,756.778,138.961,0.000,2.394,52.078,94354.463,1,1785735643177158433,94757197097628,94757197103341,94757290475520,94757290501880,94757291258658,94757291397619,92931192,396243,94757107247213,94757118774334,94757291400013,94757291452091,0,1
4668,233,8,250,0,212,19.579,0.000,12.294,0.000,19.777,26446.170,378.459,0.000,10.139,53.711,26940.129,0,1785735643343905452,94757363844646,94757363864225,94757363876519,94757363896296,94757390342466,94757390720925,0,0,94757291933443,94757304210120,94757390731064,94757390784775,0,1
4669,233,9,250,0,233,102.255,0.000,9.347,0.000,19.306,10377.175,347.021,0.000,9.668,23.364,10888.136,0,1785735643457978891,94757477918085,94757478020340,94757478029687,94757478048993,94757488426168,94757488773189,0,0,94757391181449,94757402671229,94757488782857,94757488806221,0,1
4670,233,10,250,0,74,28.627,0.000,13.024,0.000,19.938,20525.500,351.178,0.000,9.749,30.857,20978.873,0,1785735643545691560,94757565630754,94757565659381,94757565672405,94757565692343,94757586217843,94757586569021,0,0,94757489318762,94757500700058,94757586578770,94757586609627,0,1
4671,233,11,250,0,38,11.625,0.000,6.351,0.000,18.495,81899.942,352.000,0.000,10.620,47.779,82346.812,0,1785735643582056165,94757601995359,94757602006984,94757602013335,94757602031830,94757683931772,94757684283772,0,0,94757587126006,94757598336653,94757684294392,94757684342171,0,1
4672,233,12,250,0,16,38.806,41676.412,45.957,410.229,23.785,3768.355,233.287,0.000,4.418,42.159,46243.408,1,1785735643804723129,94757824662323,94757824701129,94757866833727,94757866857512,94757870625867,94757870859154,41676412,410229,94757684735439,94757696442717,94757870863572,94757870905731,0,1
4673,233,13,250,0,197,30.651,79156.729,50.505,389.941,15.749,14264.131,351.459,0.000,3.317,53.269,94315.751,1,1785735643941505091,94757961444285,94757961474936,94758041072111,94758041087860,94758055351991,94758055703450,79156729,389941,94757871606716,94757883525260,94758055706767,94758055760036,0,1
4674,233,14,250,0,184,16.674,0.000,13.335,0.000,19.387,7307.770,382.277,0.000,1.382,65.804,7806.629,0,1785735644125924902,94758145864096,94758145880770,94758145894105,94758145913492,94758153221262,94758153603539,0,0,94758056250827,94758068122313,94758153604921,94758153670725,0,1
4675,233,15,250,0,94,42.302,0.000,10.580,0.000,22.853,9118.625,323.316,0.000,1.363,37.810,9556.849,0,1785735644222287448,94758242226642,94758242268944,94758242279524,94758242302377,94758251421002,94758251744318,0,0,94758154224042,94758165795546,94758251745681,94758251783491,0,1
4676,233,16,250,0,27,17.937,0.000,6.361,0.000,14.818,86362.739,355.647,0.000,11.541,52.649,86821.692,0,1785735644243373078,94758263312272,94758263330209,94758263336570,94758263351388,94758349714127,94758350069774,0,0,94758252195554,94758264172117,94758350081315,94758350133964,0,1
4677,233,17,250,0,27,-7.842,81419.662,52.128,423.263,16.941,7400.063,270.658,0.000,6.281,29.345,89610.499,1,1785735644427198405,94758447137599,94758447129757,94758529024810,94758529041751,94758536441814,94758536712472,81419662,423263,94758350565413,94758362131146,94758536718753,94758536748098,0,1
4678,233,18,250,0,71,0.874,103199.623,51.989,420.518,27.561,2215.674,121.538,0.000,3.687,50.234,106091.698,1,1785735644596375259,94758616314453,94758616315327,94758719987457,94758720015018,94758722230692,94758722352230,103199623,420518,94758537355157,94758549278340,94758722355917,94758722406151,0,1
4679,233,19,250,0,119,2.127,79787.381,49.292,420.359,18.605,21324.137,352.050,0.000,4.479,54.582,102013.012,1,1785735644788217254,94758808156448,94758808158575,94758888415607,94758888434212,94758909758349,94758910110399,79787381,420359,94758722825367,94758734568673,94758910114878,94758910169460,0,1
4680,234,0,250,0,114,6.716,222276.193,1200.700,771.907,15.669,50611.234,424.946,0.000,8.827,55.233,275371.425,2,1785735644907640693,94758927579887,94758927586603,94759151835403,94759151851072,94759202462306,94759202887252,222276193,771907,94758910675258,94758926868607,94759202896079,94759202951312,0,1
4681,234,1,250,0,151,-0.609,154104.026,462.216,1229.386,23.875,7571.154,137.988,0.000,10.871,31.078,163569.985,3,1785735645247815266,94759267754460,94759267753851,94759423549479,94759423573354,94759431144508,94759431282496,154104026,1229386,94759203545356,94759216277957,94759431293367,94759431324445,0,1
