round_index,proxy_id,sfn,slot,gnb_count,gnb_ips,first_slot_ts_us,latest_slot_ts_us,ack_ts_us,slot_spread_us,wait_us,wait_ms,ack_packet,ack_slot_byte
2306,0,51,2,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406509598,1786168406514111,1786168406515887,4513,1776,1.776000,646082,0
2307,0,51,3,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406523483,1786168406529299,1786168406529862,5816,563,0.563000,646286,0
2308,0,51,4,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406531319,1786168406535418,1786168406537758,4099,2340,2.340000,646520,0
2309,0,51,5,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406538659,1786168406539612,1786168406545224,953,5612,5.612000,646754,0
2310,0,51,6,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406546208,1786168406546984,1786168406552866,776,5882,5.882000,646958,0
2311,0,51,7,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406558794,1786168406564392,1786168406571880,5598,7488,7.488000,647262,0
2312,0,51,8,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406574120,1786168406576157,1786168406580753,2037,4596,4.596000,647566,0
2313,0,51,9,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406588481,1786168406589299,1786168406595410,818,6111,6.111000,647870,0
2314,0,51,10,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406596240,1786168406597232,1786168406602679,992,5447,5.447000,648074,0
2315,0,51,11,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406603987,1786168406607454,1786168406610359,3467,2905,2.905000,648278,0
2316,0,51,12,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406617340,1786168406620103,1786168406630742,2763,10639,10.639000,648582,0
2317,0,51,13,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406632472,1786168406635411,1786168406645431,2939,10020,10.020000,648886,0
2318,0,51,14,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406648365,1786168406650512,1786168406654919,2147,4407,4.407000,649104,0
2319,0,51,15,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406662070,1786168406663936,1786168406668519,1866,4583,4.583000,649319,0
2320,0,51,16,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406670510,1786168406674923,1786168406676745,4413,1822,1.822000,649523,0
2321,0,51,17,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406683266,1786168406693784,1786168406696226,10518,2442,2.442000,649828,0
2322,0,51,18,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406698224,1786168406700018,1786168406711007,1794,10989,10.989000,650133,0
2323,0,51,19,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406711960,1786168406712823,1786168406724390,863,11567,11.567000,650537,0
2324,0,52,0,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406736281,1786168406737391,1786168406759519,1110,22128,22.128000,651172,0
2325,0,52,1,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406761903,1786168406762788,1786168406776540,885,13752,13.752000,651600,0
2326,0,52,2,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406784530,1786168406787605,1786168406790758,3075,3153,3.153000,651805,0
2327,0,52,3,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406797373,1786168406798168,1786168406803305,795,5137,5.137000,652009,0
2328,0,52,4,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406804135,1786168406807213,1786168406810336,3078,3123,3.123000,652221,0
2329,0,52,5,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406810902,1786168406811882,1786168406817142,980,5260,5.260000,652433,0
2330,0,52,6,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406818800,1786168406819511,1786168406824955,711,5444,5.444000,652637,0
2331,0,52,7,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406831445,1786168406843477,1786168406843942,12032,465,0.465000,652941,0
2332,0,52,8,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406845184,1786168406846007,1786168406851163,823,5156,5.156000,653245,0
2333,0,52,9,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406858272,1786168406859065,1786168406864539,793,5474,5.474000,653549,0
2334,0,52,10,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406865269,1786168406866363,1786168406871254,1094,4891,4.891000,653753,0
2335,0,52,11,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406872287,1786168406874486,1786168406878451,2199,3965,3.965000,653957,0
2336,0,52,12,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406884917,1786168406885720,1786168406897245,803,11525,11.525000,654262,0
2337,0,52,13,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406898423,1786168406900735,1786168406910377,2312,9642,9.642000,654566,0
2338,0,52,14,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406912087,1786168406912904,1786168406918268,817,5364,5.364000,654782,0
2339,0,52,15,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406924035,1786168406929823,1786168406930570,5788,747,0.747000,654997,0
2340,0,52,16,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406931390,1786168406932266,1786168406937584,876,5318,5.318000,655201,0
2341,0,52,17,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406945130,1786168406946063,1786168406957613,933,11550,11.550000,655505,0
2342,0,52,18,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406958554,1786168406959454,1786168406971155,900,11701,11.701000,655809,0
2343,0,52,19,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406973378,1786168406974652,1786168406985723,1274,11071,11.071000,656214,0
2344,0,53,0,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168406986657,1786168406987504,1786168406993954,847,6450,6.450000,656654,0
2345,0,53,1,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407006876,1786168407010021,1786168407020926,3145,10905,10.905000,657075,0
2346,0,53,2,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407024488,1786168407028903,1786168407030983,4415,2080,2.080000,657279,0
2347,0,53,3,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407037671,1786168407041505,1786168407044230,3834,2725,2.725000,657484,0
2348,0,53,4,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407044812,1786168407047298,1786168407051088,2486,3790,3.790000,657692,0
2349,0,53,5,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407052197,1786168407054781,1786168407058347,2584,3566,3.566000,657900,0
2350,0,53,6,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407059416,1786168407063635,1786168407065686,4219,2051,2.051000,658104,0
2351,0,53,7,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407072392,1786168407074377,1786168407085574,1985,11197,11.197000,658408,0
2352,0,53,8,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407086374,1786168407090032,1786168407092992,3658,2960,2.960000,658713,0
2353,0,53,9,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407098625,1786168407099533,1786168407105015,908,5482,5.482000,659018,0
2354,0,53,10,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407105757,1786168407111121,1786168407112227,5364,1106,1.106000,659222,0
2355,0,53,11,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407112849,1786168407117727,1786168407119372,4878,1645,1.645000,659426,0
2356,0,53,12,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407124352,1786168407127949,1786168407137390,3597,9441,9.441000,659731,0
2357,0,53,13,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407138082,1786168407142772,1786168407150758,4690,7986,7.986000,660035,0
2358,0,53,14,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407152056,1786168407155800,1786168407158571,3744,2771,2.771000,660243,0
2359,0,53,15,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407162933,1786168407168702,1786168407169621,5769,919,0.919000,660460,0
2360,0,53,16,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407170271,1786168407174240,1786168407176710,3969,2470,2.470000,660664,0
2361,0,53,17,25,10.2.2.12;10.2.2.17;10.2.2.2;10.2.2.22;10.2.2.27;10.2.2.32;10.2.2.7;10.2.4.13;10.2.4.18;10.2.4.23;10.2.4.28;10.2.4.3;10.2.4.8;10.2.6.14;10.2.6.19;10.2.6.24;10.2.6.29;10.2.6.4;10.2.6.9;10.2.8.10;10.2.8.15;10.2.8.20;10.2.8.25;10.2.8.30;10.2.8.5,1786168407183454,1786168407189930,1786168407196088,6476,6158,6.158000,660969,0
